"";"species";"decimalLongitude";"decimalLatitude";"eventDate";"datasetKey";"Abundance"
"1";"Aspatha gularis";-89,289604;14,459657;2016-07-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"2";"Aspatha gularis";-89,13892;14,399068;2017-10-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"3";"Aspatha gularis";-89,1375;14,406359;2017-10-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"4";"Aspatha gularis";-89,12899;14,38306;1942-03-12 00:00:00;"e3b959d6-fcbe-4a28-a166-e4a807c340a0";2
"5";"Aspatha gularis";-89,12899;14,38306;1942-03-14 00:00:00;"e3b959d6-fcbe-4a28-a166-e4a807c340a0";1
"6";"Aspatha gularis";-89,12899;14,38306;1942-03-19 00:00:00;"e3b959d6-fcbe-4a28-a166-e4a807c340a0";2
"7";"Aspatha gularis";-89,127431;14,376414;2021-06-03 11:39:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"8";"Aspatha gularis";-89,127395;14,378247;2021-03-19 05:40:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"9";"Aspatha gularis";-89,12689;14,382039;2017-07-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"10";"Aspatha gularis";-89,125389;14,380317;2021-03-19 06:43:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"11";"Aspatha gularis";-89,123308;14,358474;2018-02-24 12:55:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"12";"Aspatha gularis";-89,11895;14,35225;2014-07-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"13";"Aspatha gularis";-89,11895;14,35225;2014-08-09 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"14";"Aspatha gularis";-89,11895;14,35225;2014-09-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"15";"Aspatha gularis";-89,1168;14,374825;2011-08-21 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";5
"16";"Aspatha gularis";-89,114742;14,343852;2017-07-09 08:04:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"17";"Aspatha gularis";-89,106735;14,381393;2016-05-09 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"18";"Aspatha gularis";-89,106735;14,381393;2016-05-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"19";"Aspatha gularis";-89,106735;14,381393;2016-05-11 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"20";"Aspatha gularis";-89,106735;14,381393;2016-05-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"21";"Aspatha gularis";-89,083333;14,4;1936-06-30 00:00:00;"905589dd-1f8f-4aee-95e6-5672466e348d";1
"22";"Aspatha gularis";-89,083333;14,416667;1936-06-04 00:00:00;"905589dd-1f8f-4aee-95e6-5672466e348d";1
"23";"Aspatha gularis";-89,07054;14,462305;2018-06-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"24";"Aspatha gularis";-89,07054;14,462305;2018-08-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"25";"Aspatha gularis";-89,07054;14,462305;2018-10-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"26";"Aspatha gularis";-89,07054;14,462305;2019-02-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"27";"Aspatha gularis";-89,07054;14,462305;2019-07-18 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"28";"Aspatha gularis";-88,833176;14,407083;2016-10-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"29";"Aspatha gularis";-88,75;14,516667;1936-07-20 00:00:00;"905589dd-1f8f-4aee-95e6-5672466e348d";1
"30";"Aspatha gularis";-88,75;14,516667;1936-07-24 00:00:00;"905589dd-1f8f-4aee-95e6-5672466e348d";1
"31";"Aspatha gularis";-88,68978;14,609268;2015-03-15 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";14
"32";"Aspatha gularis";-88,68027;14,571622;2013-04-11 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"33";"Aspatha gularis";-88,67838;14,542296;2016-04-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"34";"Aspatha gularis";-88,67838;14,542296;2016-05-01 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"35";"Aspatha gularis";-88,67838;14,542296;2018-05-05 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"36";"Aspatha gularis";-88,66299;14,478189;2017-05-11 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"37";"Aspatha gularis";-88,6607;14,555173;2013-04-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"38";"Aspatha gularis";-88,6607;14,555173;2016-04-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"39";"Aspatha gularis";-88,6607;14,555173;2019-01-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"40";"Aspatha gularis";-88,6607;14,555173;2020-05-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"41";"Aspatha gularis";-88,651085;14,539721;2007-04-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"42";"Aspatha gularis";-88,651085;14,539721;2013-08-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"43";"Aspatha gularis";-88,651085;14,539721;2016-01-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"44";"Aspatha gularis";-88,651085;14,539721;2016-04-15 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";10
"45";"Aspatha gularis";-88,64855;14,562422;2007-04-01 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"46";"Aspatha gularis";-88,64855;14,562422;2015-04-18 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"47";"Aspatha gularis";-88,64855;14,562422;2015-04-26 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"48";"Aspatha gularis";-88,64855;14,562422;2015-07-25 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";5
"49";"Aspatha gularis";-88,64855;14,562422;2016-04-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";25
"50";"Aspatha gularis";-88,64855;14,562422;2016-05-02 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"51";"Aspatha gularis";-88,64855;14,562422;2016-05-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";10
"52";"Aspatha gularis";-88,64855;14,562422;2017-04-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";12
"53";"Aspatha gularis";-88,64855;14,562422;2017-09-02 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";15
"54";"Aspatha gularis";-88,63701;14,570832;2015-03-26 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"55";"Aspatha gularis";-88,63701;14,570832;2016-04-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";7
"56";"Aspatha gularis";-88,583333;14,583333;1938-01-18 00:00:00;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";1
"57";"Aspatha gularis";-88,583333;14,583333;1938-01-20 00:00:00;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";1
"58";"Aspatha gularis";-88,583333;14,583333;1938-01-24 00:00:00;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";1
"59";"Aspatha gularis";-88,583333;14,583333;1938-02-01 00:00:00;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";1
"60";"Aspatha gularis";-88,583333;14,583333;1938-02-07 00:00:00;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";1
"61";"Aspatha gularis";-88,578926;14,587738;2018-07-18 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"62";"Aspatha gularis";-88,57674;14,592637;2016-09-11 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"63";"Aspatha gularis";-88,54365;14,72724;2019-04-28 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"64";"Aspatha gularis";-88,54365;14,72724;2019-07-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";10
"65";"Aspatha gularis";-88,50337;14,231989;2016-01-25 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"66";"Aspatha gularis";-88,30557;14,48999;2008-03-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"67";"Aspatha gularis";-88,24622;14,459574;2015-03-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"68";"Aspatha gularis";-88,2279;14,4072;2015-03-16 00:00:00;"b1047888-ae52-4179-9dd5-5448ea342a24";NA
"69";"Aspatha gularis";-88,183846;14,256535;2012-04-11 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"70";"Aspatha gularis";-88,17635;14,267794;2012-04-04 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"71";"Aspatha gularis";-88,17635;14,267794;2012-12-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"72";"Aspatha gularis";-88,14902;14,518201;2016-09-02 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"73";"Aspatha gularis";-88,05661;14,152512;2015-02-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";15
"74";"Aspatha gularis";-88,04431;14,056548;2018-05-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"75";"Aspatha gularis";-88,04364;14,056265;2018-05-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"76";"Aspatha gularis";-88,04364;14,056265;2018-05-26 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"77";"Aspatha gularis";-88,013336;14,070102;2019-06-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"78";"Aspatha gularis";-87,961975;14,096154;2018-05-24 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"79";"Aspatha gularis";-87,94979;14,165858;2012-07-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"80";"Aspatha gularis";-87,927635;14,533007;2018-08-05 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"81";"Aspatha gularis";-87,92178;14,103049;2019-11-17 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";10
"82";"Aspatha gularis";-87,920074;14,097302;2016-02-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"83";"Aspatha gularis";-87,91994;14,097218;2016-09-03 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"84";"Aspatha gularis";-87,91507;14,099158;2018-05-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"85";"Aspatha gularis";-87,91507;14,099158;2019-03-02 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";7
"86";"Aspatha gularis";-87,91507;14,099158;2019-03-03 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"87";"Aspatha gularis";-87,91507;14,099158;2019-04-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";8
"88";"Aspatha gularis";-87,91507;14,099158;2019-06-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"89";"Aspatha gularis";-87,91507;14,099158;2019-08-24 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"90";"Aspatha gularis";-87,91507;14,099158;2019-10-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";10
"91";"Aspatha gularis";-87,91507;14,099158;2019-11-17 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"92";"Aspatha gularis";-87,911224;14,10095;2014-06-21 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"93";"Aspatha gularis";-87,91036;14,10254;2019-04-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"94";"Aspatha gularis";-87,91036;14,10254;2019-06-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"95";"Aspatha gularis";-87,91036;14,10254;2019-07-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"96";"Aspatha gularis";-87,9102;14,1024;2019-06-30 00:00:00;"b1047888-ae52-4179-9dd5-5448ea342a24";NA
"97";"Aspatha gularis";-87,910128;14,102264;2019-06-30 07:27:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"98";"Aspatha gularis";-87,90798;14,106902;2017-11-05 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"99";"Aspatha gularis";-87,905495;14,129491;2017-05-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"100";"Aspatha gularis";-87,90161;14,082283;2018-02-08 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"101";"Aspatha gularis";-87,90114;14,055743;2017-08-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"102";"Aspatha gularis";-87,89557;14,090491;2018-05-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"103";"Aspatha gularis";-87,89432;14,114718;2019-11-24 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"104";"Aspatha gularis";-87,893018;14,089529;2012-07-10 09:20:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"105";"Aspatha gularis";-87,89195;14,061905;2017-08-27 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"106";"Aspatha gularis";-87,883338;14,121839;2019-03-13 08:45:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"107";"Aspatha gularis";-87,8825;14,207797;2014-03-05 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"108";"Aspatha gularis";-87,8825;14,207797;2014-12-03 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"109";"Aspatha gularis";-87,88211;14,104503;2017-08-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";9
"110";"Aspatha gularis";-87,88211;14,104503;2017-08-20 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"111";"Aspatha gularis";-87,88211;14,104503;2017-09-03 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"112";"Aspatha gularis";-87,88211;14,104503;2018-03-21 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"113";"Aspatha gularis";-87,88211;14,104503;2018-07-29 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"114";"Aspatha gularis";-87,881957;14,131237;2019-03-12 08:45:00;"50c9509d-22c7-4a22-a47d-8c48425ef4a7";NA
"115";"Aspatha gularis";-87,88084;14,12784;2017-04-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"116";"Aspatha gularis";-87,880714;14,122259;2005-04-05 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"117";"Aspatha gularis";-87,880714;14,122259;2011-07-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"118";"Aspatha gularis";-87,880714;14,122259;2016-01-04 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"119";"Aspatha gularis";-87,880714;14,122259;2016-01-25 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";45
"120";"Aspatha gularis";-87,880714;14,122259;2016-02-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"121";"Aspatha gularis";-87,880714;14,122259;2016-03-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";9
"122";"Aspatha gularis";-87,880714;14,122259;2017-04-18 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";7
"123";"Aspatha gularis";-87,880714;14,122259;2017-04-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"124";"Aspatha gularis";-87,880714;14,122259;2017-12-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"125";"Aspatha gularis";-87,880714;14,122259;2017-12-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"126";"Aspatha gularis";-87,880714;14,122259;2017-12-15 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"127";"Aspatha gularis";-87,880714;14,122259;2017-12-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"128";"Aspatha gularis";-87,880714;14,122259;2018-02-04 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"129";"Aspatha gularis";-87,880714;14,122259;2018-02-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"130";"Aspatha gularis";-87,880714;14,122259;2018-02-20 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"131";"Aspatha gularis";-87,880714;14,122259;2018-03-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"132";"Aspatha gularis";-87,880714;14,122259;2018-03-31 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";22
"133";"Aspatha gularis";-87,880714;14,122259;2018-04-22 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"134";"Aspatha gularis";-87,880714;14,122259;2018-04-29 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";10
"135";"Aspatha gularis";-87,880714;14,122259;2018-05-05 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";16
"136";"Aspatha gularis";-87,880714;14,122259;2018-05-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"137";"Aspatha gularis";-87,880714;14,122259;2018-05-20 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"138";"Aspatha gularis";-87,880714;14,122259;2018-05-26 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";8
"139";"Aspatha gularis";-87,880714;14,122259;2018-05-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"140";"Aspatha gularis";-87,880714;14,122259;2018-06-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"141";"Aspatha gularis";-87,880714;14,122259;2018-09-01 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";8
"142";"Aspatha gularis";-87,880714;14,122259;2018-11-01 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"143";"Aspatha gularis";-87,880714;14,122259;2018-11-08 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"144";"Aspatha gularis";-87,880714;14,122259;2018-11-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"145";"Aspatha gularis";-87,880714;14,122259;2018-11-26 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"146";"Aspatha gularis";-87,880714;14,122259;2018-12-29 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"147";"Aspatha gularis";-87,880714;14,122259;2019-01-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"148";"Aspatha gularis";-87,880714;14,122259;2019-01-09 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"149";"Aspatha gularis";-87,880714;14,122259;2019-02-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"150";"Aspatha gularis";-87,880714;14,122259;2019-02-17 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";5
"151";"Aspatha gularis";-87,880714;14,122259;2019-03-02 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";7
"152";"Aspatha gularis";-87,880714;14,122259;2019-03-03 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"153";"Aspatha gularis";-87,880714;14,122259;2019-03-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"154";"Aspatha gularis";-87,880714;14,122259;2019-04-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";20
"155";"Aspatha gularis";-87,880714;14,122259;2019-04-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";12
"156";"Aspatha gularis";-87,880714;14,122259;2019-04-13 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";12
"157";"Aspatha gularis";-87,880714;14,122259;2019-04-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"158";"Aspatha gularis";-87,880714;14,122259;2019-05-25 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"159";"Aspatha gularis";-87,880714;14,122259;2019-06-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";9
"160";"Aspatha gularis";-87,880714;14,122259;2019-06-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"161";"Aspatha gularis";-87,880714;14,122259;2019-09-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"162";"Aspatha gularis";-87,880714;14,122259;2019-11-17 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";40
"163";"Aspatha gularis";-87,880714;14,122259;2019-12-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"164";"Aspatha gularis";-87,880714;14,122259;2019-12-27 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"165";"Aspatha gularis";-87,880714;14,122259;2020-04-18 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"166";"Aspatha gularis";-87,88071;14,127441;2017-04-18 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"167";"Aspatha gularis";-87,879585;14,104953;2017-08-20 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"168";"Aspatha gularis";-87,87905;14,125025;2017-04-19 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"169";"Aspatha gularis";-87,87644;14,116351;2018-02-04 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"170";"Aspatha gularis";-87,87552;14,137261;2016-02-06 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";5
"171";"Aspatha gularis";-87,87072;14,143065;2019-01-17 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";6
"172";"Aspatha gularis";-87,84943;14,173861;2013-01-22 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"173";"Aspatha gularis";-87,84943;14,173861;2014-05-02 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"174";"Aspatha gularis";-87,84943;14,173861;2014-06-12 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"175";"Aspatha gularis";-87,84329;14,144045;2019-02-24 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"176";"Aspatha gularis";-87,8415;14,1222;2016-02-14 00:00:00;"b1047888-ae52-4179-9dd5-5448ea342a24";NA
"177";"Aspatha gularis";-87,836555;14,13844;2011-10-29 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"178";"Aspatha gularis";-87,834854;14,11336;2011-07-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"179";"Aspatha gularis";-87,82724;14,10353;2010-09-08 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"180";"Aspatha gularis";-87,82724;14,10353;2010-09-09 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"181";"Aspatha gularis";-87,82724;14,10353;2011-10-29 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"182";"Aspatha gularis";-87,82724;14,10353;2013-05-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"183";"Aspatha gularis";-87,82724;14,10353;2014-04-04 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"184";"Aspatha gularis";-87,82724;14,10353;2015-02-07 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"185";"Aspatha gularis";-87,82724;14,10353;2016-03-10 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"186";"Aspatha gularis";-87,82724;14,10353;2019-05-22 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"187";"Aspatha gularis";-87,82724;14,10353;2019-11-17 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";12
"188";"Aspatha gularis";-87,819214;14,15442;2011-07-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";NA
"189";"Aspatha gularis";-87,819214;14,15442;2013-01-21 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"190";"Aspatha gularis";-87,819214;14,15442;2013-05-16 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"191";"Aspatha gularis";-87,819214;14,15442;2015-07-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";24
"192";"Aspatha gularis";-87,819214;14,15442;2015-08-01 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";1
"193";"Aspatha gularis";-87,819214;14,15442;2015-09-30 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"194";"Aspatha gularis";-87,819214;14,15442;2016-02-14 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"195";"Aspatha gularis";-87,819214;14,15442;2018-10-03 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";4
"196";"Aspatha gularis";-87,819214;14,15442;2019-11-25 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"197";"Aspatha gularis";-87,15;15,166667;1934-02-07 00:00:00;"4bfac3ea-8763-4f4b-a71a-76a6f5f243d3";1
"198";"Baryphthengus martii";-85,87146;14,897122;2019-07-23 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";3
"199";"Baryphthengus martii";-85,50986;15,445738;2013-05-31 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"200";"Baryphthengus martii";-85,49312;15,45954;2013-05-28 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";2
"201";"Baryphthengus martii";-85,289764;15,320114;2019-03-25 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";8
"202";"Baryphthengus martii";-85,289764;15,320114;2019-03-26 00:00:00;"4fa7b334-ce0d-4e88-aaae-2e0c138d049e";8
