"","countryCode","stateProvince","individualCount","Latitude","Longitude","year","day","month","year_1","X10"
"1","US","Minnesota",1,45.49473,-93.71284,2018-05-24,24,5,2018,NA
"2","US","Wisconsin",4,45.427666,-91.1283,2019-07-31,31,7,2019,NA
"3","US","Maryland",2,39.601192,-78.95393,2018-05-20,20,5,2018,NA
"4","US","Wisconsin",1,44.42448,-90.20078,2018-05-29,29,5,2018,NA
"5","US","Iowa",1,43.318302,-91.63524,2018-05-10,10,5,2018,NA
"6","US","Minnesota",1,46.768997,-92.89221,2019-06-03,3,6,2019,NA
"7","US","Minnesota",2,46.9195,-95.63045,2019-06-29,29,6,2019,NA
"8","US","Wisconsin",1,45.4929,-89.90118,2018-06-16,16,6,2018,NA
"9","US","Tennessee",1,36.21787,-84.08643,2019-09-07,7,9,2019,NA
"10","US","Illinois",1,41.814316,-88.06477,2018-09-18,18,9,2018,NA
"11","PA","Panamá",1,8.617819,-80.109085,2019-10-30,30,10,2019,NA
"12","US","Wisconsin",3,45.989265,-92.133026,2019-06-16,16,6,2019,NA
"13","US","Vermont",1,44.341805,-73.12362,2018-06-12,12,6,2018,NA
"14","US","Wisconsin",2,43.82468,-91.22673,2018-05-10,10,5,2018,NA
"15","US","Wisconsin",3,44.72706,-91.09282,2018-06-08,8,6,2018,NA
"16","US","Wisconsin",1,44.73776,-89.84109,2019-05-15,15,5,2019,NA
"17","CA","Ontario",1,41.935406,-82.510864,2018-05-09,9,5,2018,NA
"18","US","New York",3,41.194466,-74.27075,2019-06-01,1,6,2019,NA
"19","CA","Ontario",1,43.939133,-76.861145,2018-05-09,9,5,2018,NA
"20","US","Pennsylvania",1,41.273518,-75.10385,2019-05-17,17,5,2019,NA
"21","US","Wisconsin",1,44.984562,-91.687386,2019-05-26,26,5,2019,NA
"22","CR","Heredia",1,10.4502,-84.0677,2018-12-18,18,12,2018,NA
"23","US","Wisconsin",1,43.054413,-89.40601,2019-05-06,6,5,2019,NA
"24","US","Pennsylvania",1,40.478848,-75.26727,2019-05-02,2,5,2019,NA
"25","MX","Chiapas",1,16.733553,-92.64361,2019-10-24,24,10,2019,NA
"26","US","Kansas",3,39.019012,-95.722435,2019-05-12,12,5,2019,NA
"27","PA","Ngäbe-Buglé",2,8.78868,-82.2173,2019-03-30,30,3,2019,NA
"28","CR","Alajuela",1,10.230143,-84.550186,2019-10-19,19,10,2019,NA
"29","US","Missouri",1,38.867825,-92.325676,2018-05-02,2,5,2018,NA
"30","CR","Puntarenas",2,10.21229,-84.67022,2018-11-08,8,11,2018,NA
"31","CR","Cartago",1,9.666958,-83.87735,2019-03-25,25,3,2019,NA
"32","CR","Puntarenas",1,10.305673,-84.78905,2018-02-21,21,2,2018,NA
"33","CA","Ontario",1,45.589848,-78.517456,2019-08-17,17,8,2019,NA
"34","US","Iowa",2,40.653976,-91.72857,2019-05-08,8,5,2019,NA
"35","US","Texas",1,29.643856,-95.12757,2019-04-25,25,4,2019,NA
"36","US","Ohio",1,41.62771,-83.19189,2018-05-09,9,5,2018,NA
"37","US","Kentucky",1,37.877365,-87.563805,2019-04-27,27,4,2019,NA
"38","US","Iowa",2,41.594757,-92.71493,2019-09-08,8,9,2019,NA
"39","BZ","Cayo",1,16.9788,-89.00649,2019-01-11,11,1,2019,NA
"40","US","Michigan",1,44.250786,-83.45366,2019-05-19,19,5,2019,NA
"41","US","Wisconsin",1,44.41763,-90.49731,2018-06-04,4,6,2018,NA
"42","US","Wisconsin",1,43.452427,-89.789474,2019-05-13,13,5,2019,NA
"43","US","Wisconsin",1,43.069515,-87.865776,2019-05-15,15,5,2019,NA
"44","US","Indiana",1,41.65833,-87.04827,2018-05-20,20,5,2018,NA
"45","CA","Ontario",3,44.387012,-76.1405,2019-06-12,12,6,2019,NA
"46","US","Virginia",2,38.524364,-79.5393,2019-06-02,2,6,2019,NA
"47","US","Missouri",1,38.993298,-94.308754,2018-08-30,30,8,2018,NA
"48","US","Iowa",1,41.52906,-93.76508,2018-05-13,13,5,2018,NA
"49","CR","Heredia",1,10.035034,-84.016884,2019-12-19,19,12,2019,NA
"50","US","Wisconsin",1,46.39991,-91.83954,2019-06-01,1,6,2019,NA
"51","PA","Coclé",1,8.62146,-80.13913,2018-12-29,29,12,2018,NA
"52","US","Minnesota",1,46.175724,-92.85096,2018-07-22,22,7,2018,NA
"53","CR","San José",1,10.022494,-83.94779,2018-10-11,11,10,2018,NA
"54","US","Tennessee",1,35.34392,-90.032486,2019-09-25,25,9,2019,NA
"55","CO","Valle del Cauca",1,3.888061,-76.6017,2018-12-29,29,12,2018,NA
"56","GT","Alta Verapaz",1,15.371498,-90.35079,2019-01-08,8,1,2019,NA
"57","US","Wisconsin",1,45.566727,-91.67114,2018-07-19,19,7,2018,NA
"58","CA","Ontario",1,48.81603,-93.64867,2018-08-07,7,8,2018,NA
"59","CR","Puntarenas",2,10.281414,-84.79109,2019-11-14,14,11,2019,NA
"60","CR","Puntarenas",1,8.785841,-82.96085,2019-01-17,17,1,2019,NA
"61","US","Louisiana",2,29.757612,-93.60228,2019-04-20,20,4,2019,NA
"62","US","Maryland",1,39.435406,-79.15782,2019-05-11,11,5,2019,NA
"63","US","Indiana",4,41.659668,-87.049324,2018-05-19,19,5,2018,NA
"64","US","Minnesota",2,47.650352,-94.88516,2019-06-24,24,6,2019,NA
"65","US","Indiana",1,41.6252,-86.97,2019-05-17,17,5,2019,NA
"66","US","Maryland",1,39.675186,-79.42189,2018-06-08,8,6,2018,NA
"67","US","Wisconsin",1,45.01974,-92.67635,2019-05-18,18,5,2019,NA
"68","CA","Quebec",1,45.08849,-74.21634,2019-06-02,2,6,2019,NA
"69","US","Missouri",1,37.899506,-94.02147,2019-05-08,8,5,2019,NA
"70","US","Minnesota",2,48.701084,-95.342834,2019-08-31,31,8,2019,NA
"71","US","Ohio",1,41.62771,-83.19189,2018-05-09,9,5,2018,NA
"72","US","Pennsylvania",1,40.375412,-78.16191,2018-05-26,26,5,2018,NA
"73","CA","Ontario",2,44.411186,-79.81422,2019-07-26,26,7,2019,NA
"74","NI","Jinotega",1,13.237991,-86.056,2019-10-14,14,10,2019,NA
"75","US","Minnesota",3,47.09914,-92.54561,2019-06-14,14,6,2019,NA
"76","US","Wisconsin",2,43.507816,-88.554276,2018-05-14,14,5,2018,NA
"77","US","Texas",1,28.048359,-97.042175,2019-04-26,26,4,2019,NA
"78","US","Michigan",1,44.77813,-83.43364,2019-07-11,11,7,2019,NA
"79","NI","Jinotega",3,13.237991,-86.056,2019-12-20,20,12,2019,NA
"80","US","Wisconsin",2,45.85872,-90.84204,2019-06-11,11,6,2019,NA
"81","US","Minnesota",1,44.71863,-93.62896,2019-09-07,7,9,2019,NA
"82","CA","Ontario",2,44.6897,-79.046005,2018-05-29,29,5,2018,NA
"83","US","Iowa",1,41.80105,-91.68908,2019-05-07,7,5,2019,NA
"84","US","Illinois",1,41.98039,-87.74127,2019-09-17,17,9,2019,NA
"85","SV","Sonsonate",1,13.532741,-89.81611,2018-02-13,13,2,2018,NA
"86","US","New York",1,41.23439,-74.23791,2018-05-26,26,5,2018,NA
"87","US","Minnesota",1,46.35531,-95.68951,2018-05-21,21,5,2018,NA
"88","US","Wisconsin",1,45.68646,-92.673775,2019-06-03,3,6,2019,NA
"89","CR","San José",1,9.489669,-83.7455,2019-03-27,27,3,2019,NA
"90","US","Wisconsin",1,43.071045,-87.8694,2019-05-16,16,5,2019,NA
"91","US","Wisconsin",1,44.87155,-91.12594,2019-06-22,22,6,2019,NA
"92","US","Wisconsin",1,43.999767,-88.54091,2019-05-16,16,5,2019,NA
"93","US","Missouri",1,37.451977,-89.4756,2018-05-20,20,5,2018,NA
"94","US","North Carolina",2,35.35778,-83.71861,2019-04-25,25,4,2019,NA
"95","PA","Panamá",1,8.64438,-80.09544,2019-02-27,27,2,2019,NA
"96","US","Illinois",2,42.030266,-88.86388,2019-05-24,24,5,2019,NA
"97","US","Minnesota",3,45.3483,-93.0968,2018-09-15,15,9,2018,NA
"98","US","Wisconsin",4,45.58098,-91.63216,2018-07-15,15,7,2018,NA
"99","CR","Cartago",1,9.83193,-83.5638,2019-01-04,4,1,2019,NA
"100","MX","Chiapas",1,16.733553,-92.64361,2019-05-06,6,5,2019,NA
"101","CR","Limón",1,10.174433,-83.930336,2019-03-24,24,3,2019,NA
"102","CR","Heredia",1,10.4288,-84.0128,2018-11-18,18,11,2018,NA
"103","PA","Chiriquí",1,8.273967,-81.8395,2019-12-11,11,12,2019,NA
"104","US","Minnesota",1,45.49949,-93.71016,2019-05-30,30,5,2019,NA
"105","CR","Puntarenas",2,8.803482,-82.9562,2019-12-01,1,12,2019,NA
"106","CR","Alajuela",1,10.470305,-84.65077,2019-11-05,5,11,2019,NA
"107","US","Iowa",1,41.80105,-91.68908,2018-05-13,13,5,2018,NA
"108","US","New York",1,41.194466,-74.27075,2019-05-24,24,5,2019,NA
"109","US","Minnesota",2,45.38964,-93.14064,2019-08-30,30,8,2019,NA
"110","US","Wisconsin",1,45.56994,-90.14882,2018-06-07,7,6,2018,NA
"111","CR","Alajuela",1,10.170486,-84.55466,2019-10-12,12,10,2019,NA
"112","US","Georgia",1,34.92387,-83.957,2018-08-25,25,8,2018,NA
"113","US","Illinois",1,41.963383,-87.63442,2019-09-22,22,9,2019,NA
"114","US","Texas",1,29.698408,-93.94818,2019-04-27,27,4,2019,NA
"115","US","Illinois",1,42.1795,-87.9149,2019-05-14,14,5,2019,NA
"116","US","Minnesota",2,47.60905,-90.77119,2018-08-09,9,8,2018,NA
"117","CR","Guanacaste",1,10.337428,-84.80944,2018-04-08,8,4,2018,NA
"118","US","Michigan",1,44.256985,-83.44568,2018-05-16,16,5,2018,NA
"119","US","New Jersey",1,38.961388,-74.96083,2018-08-23,23,8,2018,NA
"120","CR","San José",1,9.333303,-83.62673,2019-11-23,23,11,2019,NA
"121","PA","Chiriquí",3,8.851319,-82.75718,2019-12-15,15,12,2019,NA
"122","PA","Panamá",2,8.650763,-80.08855,2018-12-01,1,12,2018,NA
"123","CR","Alajuela",1,10.387527,-84.59825,2018-12-09,9,12,2018,NA
"124","US","Minnesota",1,46.763035,-94.95471,2019-05-26,26,5,2019,NA
"125","US","Tennessee",1,35.698277,-87.7476,2019-09-24,24,9,2019,NA
"126","US","Minnesota",1,44.86174,-93.6162,2019-05-18,18,5,2019,NA
"127","PA","Coclé",2,8.633902,-80.12678,2019-03-31,31,3,2019,NA
"128","US","Ohio",1,39.138317,-84.51594,2018-05-10,10,5,2018,NA
"129","US","Florida",1,26.45206,-82.01513,2019-04-22,22,4,2019,NA
"130","US","Ohio",1,41.48906,-81.58127,2019-05-04,4,5,2019,NA
"131","US","Illinois",1,42.130554,-87.772514,2018-05-05,5,5,2018,NA
"132","US","Minnesota",1,47.157307,-94.83208,2019-06-01,1,6,2019,NA
"133","MX","Quintana Roo",1,20.0789,-87.61358,2018-10-17,17,10,2018,NA
"134","CA","Ontario",1,45.127064,-81.44365,2019-06-02,2,6,2019,NA
"135","US","Wisconsin",3,46.05804,-91.53,2019-07-14,14,7,2019,NA
"136","US","Kentucky",1,37.001766,-88.16597,2019-09-15,15,9,2019,NA
"137","CR","Cartago",1,9.83193,-83.5638,2019-01-21,21,1,2019,NA
"138","CR","San José",4,9.472106,-83.57753,2018-01-23,23,1,2018,NA
"139","US","Illinois",1,37.696102,-89.07089,2018-05-05,5,5,2018,NA
"140","US","Texas",2,29.57368,-94.389854,2019-04-25,25,4,2019,NA
"141","CR","Heredia",1,10.4288,-84.0128,2019-11-22,22,11,2019,NA
"142","US","Tennessee",2,36.15235,-82.055626,2019-06-11,11,6,2019,NA
"143","US","Wisconsin",2,45.0195,-92.67515,2019-05-30,30,5,2019,NA
"144","US","Michigan",2,44.36827,-83.44776,2019-05-25,25,5,2019,NA
"145","CR","Heredia",1,10.28173,-84.04489,2018-03-06,6,3,2018,NA
"146","US","Minnesota",3,44.97556,-92.90414,2018-09-01,1,9,2018,NA
"147","US","Connecticut",1,41.303864,-73.016464,2019-05-06,6,5,2019,NA
"148","US","Illinois",1,42.11608,-87.771034,2018-09-16,16,9,2018,NA
"149","US","Wisconsin",1,45.60809,-91.3964,2019-06-28,28,6,2019,NA
"150","CR","Cartago",1,9.852764,-83.908035,2018-11-06,6,11,2018,NA
"151","US","Wisconsin",3,45.330433,-88.27549,2018-06-21,21,6,2018,NA
"152","US","Ohio",1,40.70389,-82.60777,2019-05-12,12,5,2019,NA
"153","US","Kansas",1,38.825886,-94.64426,2019-05-13,13,5,2019,NA
"154","US","Wisconsin",3,45.543427,-90.393456,2019-07-04,4,7,2019,NA
"155","US","Florida",1,27.632727,-82.718155,2018-04-16,16,4,2018,NA
"156","US","Texas",1,29.698408,-93.94818,2019-04-19,19,4,2019,NA
"157","US","Ohio",2,41.62771,-83.19189,2019-05-03,3,5,2019,NA
"158","CR","Cartago",1,9.824342,-83.796715,2019-10-17,17,10,2019,NA
"159","CR","San José",1,9.471444,-83.69836,2018-02-09,9,2,2018,NA
"160","US","Texas",1,26.147976,-97.98979,2018-11-05,5,11,2018,NA
"161","CA","Ontario",2,41.9554,-82.514,2018-05-07,7,5,2018,NA
"162","US","Wisconsin",2,45.968227,-92.180115,2019-05-18,18,5,2019,NA
"163","US","New York",3,41.23439,-74.23791,2019-06-05,5,6,2019,NA
"164","NI","Matagalpa",1,12.9395,-85.7813,2019-03-08,8,3,2019,NA
"165","CR","San José",1,9.553175,-83.80962,2019-04-01,1,4,2019,NA
"166","CR","Puntarenas",1,10.307843,-84.80514,2019-03-17,17,3,2019,NA
"167","CA","Ontario",1,42.304115,-81.85398,2019-05-14,14,5,2019,NA
"168","PA","Colón",2,9.122499,-79.71568,2019-10-29,29,10,2019,"COORDINATE_ROUNDED"
"169","GT","Baja Verapaz",1,15.195835,-90.20754,2018-01-14,14,1,2018,NA
"170","CR","Cartago",1,9.972053,-83.69033,2018-01-17,17,1,2018,NA
"171","US","New York",1,41.22992,-74.230095,2018-06-03,3,6,2018,NA
"172","PA","Panamá",1,8.665515,-80.0659,2019-01-01,1,1,2019,NA
"173","US","Wisconsin",3,42.946796,-87.8476,2019-05-08,8,5,2019,NA
"174","US","Missouri",1,38.942448,-92.39127,2018-05-05,5,5,2018,NA
"175","CR","Cartago",1,9.743057,-83.96046,2018-11-05,5,11,2018,NA
"176","PA","Ngäbe-Buglé",1,8.78868,-82.2173,2019-02-09,9,2,2019,NA
"177","US","Minnesota",1,44.468998,-92.29051,2018-05-10,10,5,2018,NA
"178","CA","Manitoba",3,50.783073,-99.63899,2019-05-31,31,5,2019,NA
"179","CR","Puntarenas",1,9.02945,-83.00813,2018-03-03,3,3,2018,NA
"180","US","Indiana",1,38.56535,-86.67299,2019-05-05,5,5,2019,NA
"181","CR","Cartago",2,9.83193,-83.5638,2019-02-14,14,2,2019,NA
"182","PA","Panamá",1,8.632408,-80.11679,2019-03-12,12,3,2019,NA
"183","US","Minnesota",1,44.967476,-92.98888,2019-05-16,16,5,2019,NA
"184","US","Illinois",1,42.097874,-88.20725,2018-05-13,13,5,2018,NA
"185","CA","Ontario",1,45.344738,-79.17103,2019-05-18,18,5,2019,NA
"186","US","New York",1,44.68507,-75.48608,2019-06-06,6,6,2019,NA
"187","CR","Guanacaste",1,10.3436,-84.79629,2019-12-11,11,12,2019,NA
"188","PA","Coclé",1,8.62844,-80.1179,2019-11-20,20,11,2019,NA
"189","GT","Alta Verapaz",1,15.361691,-90.365074,2019-12-22,22,12,2019,"COORDINATE_ROUNDED"
"190","CR","Alajuela",2,10.686364,-84.20616,2019-11-11,11,11,2019,NA
"191","US","Minnesota",1,45.07216,-93.09972,2018-09-05,5,9,2018,NA
"192","US","Wisconsin",1,45.56069,-92.25947,2019-06-04,4,6,2019,NA
"193","CA","Quebec",1,45.08849,-74.21634,2019-06-01,1,6,2019,NA
"194","US","Tennessee",1,35.991142,-87.8644,2019-09-23,23,9,2019,NA
"195","US","Minnesota",1,48.86669,-94.848145,2018-05-25,25,5,2018,NA
"196","US","Illinois",1,41.896847,-88.48977,2018-05-05,5,5,2018,NA
"197","US","Iowa",1,41.80105,-91.68908,2019-05-10,10,5,2019,NA
"198","US","Wisconsin",1,43.476654,-89.638596,2018-05-05,5,5,2018,NA
"199","CR","Alajuela",2,10.4361,-84.7107,2018-01-10,10,1,2018,NA
"200","US","Wisconsin",1,45.326263,-88.397064,2019-05-31,31,5,2019,NA
"201","US","Wisconsin",4,45.690887,-92.74095,2019-05-16,16,5,2019,NA
"202","US","Michigan",1,44.35374,-83.47975,2019-05-17,17,5,2019,NA
"203","US","Minnesota",1,44.992195,-93.12023,2019-09-02,2,9,2019,NA
"204","CR","Heredia",1,10.067142,-84.076096,2018-10-20,20,10,2018,NA
"205","US","Vermont",1,44.341805,-73.12362,2018-06-17,17,6,2018,NA
"206","US","Minnesota",1,47.591152,-90.83101,2018-05-21,21,5,2018,NA
"207","US","Michigan",1,46.187447,-84.310684,2019-06-12,12,6,2019,NA
"208","US","Missouri",2,38.56159,-90.26539,2019-05-10,10,5,2019,NA
"209","US","New Jersey",1,41.161304,-74.284966,2018-06-18,18,6,2018,NA
"210","US","Illinois",1,41.870567,-87.785446,2018-05-14,14,5,2018,NA
"211","US","Minnesota",2,47.162827,-95.610146,2019-06-15,15,6,2019,NA
"212","US","Minnesota",1,43.67284,-93.37701,2019-05-16,16,5,2019,NA
"213","US","Alabama",1,30.2504,-88.1058,2018-04-15,15,4,2018,NA
"214","US","Iowa",1,41.539314,-90.48837,2019-09-29,29,9,2019,NA
"215","CR","Guanacaste",1,10.341013,-84.790634,2019-03-24,24,3,2019,NA
"216","NI","Atlántico Norte",1,13.520122,-84.25931,2018-03-29,29,3,2018,NA
"217","US","Illinois",1,41.783775,-88.44121,2018-08-28,28,8,2018,NA
"218","US","Alabama",1,34.743164,-86.51098,2018-09-01,1,9,2018,NA
"219","CA","Ontario",1,46.084583,-77.79229,2018-05-24,24,5,2018,NA
"220","US","New York",1,41.22992,-74.230095,2018-05-26,26,5,2018,NA
"221","US","Pennsylvania",1,40.090736,-79.335724,2019-05-27,27,5,2019,NA
"222","US","Illinois",1,40.857388,-89.60337,2019-05-05,5,5,2019,NA
"223","US","Minnesota",3,46.73742,-92.05694,2018-05-09,9,5,2018,NA
"224","US","Wisconsin",2,45.737247,-91.65257,2018-05-09,9,5,2018,NA
"225","US","Pennsylvania",1,40.789936,-77.95113,2018-05-06,6,5,2018,NA
"226","US","New York",1,40.701324,-73.85133,2019-05-07,7,5,2019,NA
"227","CR","Cartago",1,9.78404,-83.75147,2019-01-22,22,1,2019,NA
"228","CR","Cartago",1,9.78404,-83.75147,2019-02-08,8,2,2019,NA
"229","PA","Chiriquí",2,8.768121,-82.66547,2019-11-26,26,11,2019,NA
"230","CO","Caldas",1,5.055364,-75.5369,2018-02-01,1,2,2018,NA
"231","US","Wisconsin",2,46.606415,-91.224434,2019-06-06,6,6,2019,NA
"232","US","Michigan",1,42.251495,-83.866234,2018-08-29,29,8,2018,NA
"233","CA","Ontario",1,45.399086,-76.05545,2018-06-28,28,6,2018,NA
"234","US","Ohio",1,41.344093,-82.482086,2018-05-06,6,5,2018,NA
"235","US","Texas",1,29.771795,-95.56956,2018-04-24,24,4,2018,NA
"236","US","Minnesota",1,44.928318,-93.298256,2019-05-23,23,5,2019,NA
"237","CR","Puntarenas",1,9.271514,-83.880745,2019-03-15,15,3,2019,NA
"238","US","Texas",1,27.825,-97.071,2019-04-25,25,4,2019,NA
"239","CR","Limón",2,10.211636,-83.68703,2019-02-15,15,2,2019,NA
"240","US","Minnesota",2,47.232258,-92.64195,2019-05-30,30,5,2019,NA
"241","US","Wisconsin",2,42.74366,-88.71466,2018-05-08,8,5,2018,NA
"242","PA","Chiriquí",1,8.781919,-82.44209,2019-12-05,5,12,2019,NA
"243","US","New York",1,41.22992,-74.230095,2019-05-04,4,5,2019,NA
"244","HN","Olancho",1,14.89579,-85.94587,2018-02-25,25,2,2018,NA
"245","US","Wisconsin",1,42.511272,-88.551834,2018-05-04,4,5,2018,NA
"246","US","Colorado",1,40.00986,-105.27431,2019-05-10,10,5,2019,NA
"247","CR","Alajuela",1,10.489347,-84.75635,2019-11-30,30,11,2019,NA
"248","US","Minnesota",2,44.519062,-92.32928,2019-05-16,16,5,2019,NA
"249","US","Texas",1,29.561344,-94.39022,2018-04-22,22,4,2018,NA
"250","US","West Virginia",1,38.534176,-79.521515,2019-06-02,2,6,2019,NA
"251","CR","Cartago",1,9.782145,-83.68824,2018-10-24,24,10,2018,NA
"252","CR","Heredia",2,10.4288,-84.0128,2019-12-14,14,12,2019,NA
"253","US","Tennessee",1,36.173332,-89.549614,2019-04-26,26,4,2019,NA
"254","GT","Petén",1,17.224754,-89.61109,2018-02-12,12,2,2018,NA
"255","US","Pennsylvania",2,41.172054,-75.01581,2018-08-22,22,8,2018,NA
"256","US","Iowa",1,41.346413,-93.79018,2018-05-12,12,5,2018,NA
"257","US","Wisconsin",1,45.302265,-90.55083,2019-06-25,25,6,2019,NA
"258","US","Missouri",1,38.86911,-90.17156,2019-09-07,7,9,2019,NA
"259","GT","Petén",1,16.377829,-89.441864,2018-10-06,6,10,2018,NA
"260","HN","Lempira",2,14.72724,-88.54365,2019-04-28,28,4,2019,NA
"261","CR","Cartago",3,9.759028,-83.7839,2019-03-31,31,3,2019,"COORDINATE_ROUNDED"
"262","CR","Alajuela",1,10.230143,-84.550186,2018-02-15,15,2,2018,NA
"263","US","Illinois",2,41.963383,-87.63442,2019-09-24,24,9,2019,NA
"264","US","Wisconsin",1,45.90929,-90.65784,2018-06-21,21,6,2018,NA
"265","US","Michigan",2,43.84034,-84.626274,2018-06-01,1,6,2018,NA
"266","CR","Alajuela",2,10.25537,-84.17019,2019-02-19,19,2,2019,NA
"267","US","Michigan",1,42.790993,-83.14562,2018-05-09,9,5,2018,NA
"268","CR","Cartago",1,9.78404,-83.75147,2019-11-26,26,11,2019,NA
"269","US","Texas",1,27.83507,-97.07227,2018-04-23,23,4,2018,NA
"270","US","Indiana",2,41.663048,-87.03661,2018-05-20,20,5,2018,NA
"271","US","Indiana",1,41.61501,-86.84838,2019-05-18,18,5,2019,NA
"272","US","Florida",1,26.478199,-80.14474,2019-02-10,10,2,2019,NA
"273","GT","Baja Verapaz",2,15.110731,-90.18857,2019-10-16,16,10,2019,NA
"274","US","Texas",1,29.698408,-93.94818,2018-04-22,22,4,2018,NA
"275","US","Texas",1,29.561344,-94.39022,2019-04-20,20,4,2019,NA
"276","US","Wisconsin",1,44.139366,-87.61452,2019-05-20,20,5,2019,NA
"277","CR","Cartago",2,9.759028,-83.7839,2019-03-13,13,3,2019,"COORDINATE_ROUNDED"
"278","US","Illinois",1,41.63743,-88.47844,2019-05-18,18,5,2019,NA
"279","US","Minnesota",1,44.967987,-93.38662,2018-08-17,17,8,2018,NA
"280","CA","Ontario",2,44.619125,-79.00226,2018-05-14,14,5,2018,NA
"281","US","Alabama",1,33.55869,-86.70746,2018-09-27,27,9,2018,NA
"282","US","Texas",1,26.14009,-97.17482,2018-04-30,30,4,2018,NA
"283","US","Indiana",1,39.54095,-87.231964,2019-09-22,22,9,2019,NA
"284","CR","Puntarenas",1,10.306137,-84.80748,2019-02-11,11,2,2019,NA
"285","CA","Ontario",4,44.72181,-79.57608,2018-05-19,19,5,2018,NA
"286","US","Wisconsin",2,43.234077,-87.9866,2018-05-05,5,5,2018,NA
"287","US","New York",3,44.288837,-75.62885,2018-06-09,9,6,2018,NA
"288","US","Indiana",1,39.8751,-86.3037,2018-09-16,16,9,2018,NA
"289","CR","Limón",2,10.059545,-83.64724,2018-02-09,9,2,2018,NA
"290","US","Maryland",2,39.601192,-78.95393,2018-05-24,24,5,2018,NA
"291","CA","Ontario",1,44.477062,-78.444336,2019-05-21,21,5,2019,NA
"292","CR","Alajuela",1,10.25537,-84.17019,2018-03-11,11,3,2018,NA
"293","US","Michigan",1,44.256985,-83.44568,2019-05-21,21,5,2019,NA
"294","US","Wisconsin",2,45.437218,-91.79568,2018-07-15,15,7,2018,NA
"295","US","Wisconsin",2,45.7938,-89.546555,2019-06-08,8,6,2019,NA
"296","US","Minnesota",1,48.58346,-95.307175,2018-06-20,20,6,2018,NA
"297","CR","Alajuela",1,10.455902,-84.75695,2018-12-08,8,12,2018,NA
"298","US","Wisconsin",1,45.05874,-89.30749,2019-06-26,26,6,2019,NA
"299","US","Maryland",1,39.601192,-78.95393,2019-06-02,2,6,2019,NA
"300","CR","Alajuela",1,10.465694,-84.75506,2018-02-24,24,2,2018,NA
"301","CR","Alajuela",1,10.206762,-84.305,2018-02-23,23,2,2018,NA
"302","US","Missouri",1,38.70601,-90.50503,2019-10-03,3,10,2019,NA
"303","US","Maryland",1,39.047985,-76.801216,2018-05-12,12,5,2018,NA
"304","CR","San José",1,9.636706,-83.849724,2019-12-26,26,12,2019,NA
"305","CR","San José",1,9.956209,-83.99233,2019-11-18,18,11,2019,NA
"306","CR","Puntarenas",1,9.415061,-84.15264,2018-01-30,30,1,2018,NA
"307","CR","Puntarenas",1,10.282279,-84.79885,2018-01-26,26,1,2018,NA
"308","GT","Sololá",2,14.789953,-91.1843,2018-12-04,4,12,2018,NA
"309","US","Texas",1,29.771795,-95.56956,2019-05-08,8,5,2019,NA
"310","CA","Ontario",4,44.40889,-75.98207,2018-05-14,14,5,2018,NA
"311","PA","Coclé",1,8.606821,-80.137535,2018-03-31,31,3,2018,NA
"312","US","Ohio",1,41.0326,-83.559456,2019-05-13,13,5,2019,NA
"313","CA","Manitoba",1,49.765377,-96.572784,2018-06-27,27,6,2018,NA
"314","HN","Cortés",1,14.872377,-87.90557,2019-03-31,31,3,2019,NA
"315","US","Illinois",1,40.77403,-89.50591,2018-09-11,11,9,2018,NA
"316","CO","Chocó",1,5.820613,-76.172676,2019-11-19,19,11,2019,NA
"317","US","Texas",3,29.698408,-93.94818,2018-04-28,28,4,2018,NA
"318","CR","Alajuela",1,10.470305,-84.65077,2019-04-02,2,4,2019,NA
"319","US","Pennsylvania",2,40.360764,-77.612015,2019-05-18,18,5,2019,NA
"320","CA","Ontario",1,42.54842,-80.04833,2019-05-17,17,5,2019,NA
"321","CA","Ontario",1,44.589397,-77.378685,2018-06-22,22,6,2018,NA
"322","US","Alabama",1,30.231058,-88.01056,2019-10-13,13,10,2019,NA
"323","CA","Ontario",1,44.619125,-79.00226,2018-05-25,25,5,2018,NA
"324","US","Wisconsin",1,45.587624,-88.178764,2019-06-27,27,6,2019,NA
"325","US","Minnesota",1,45.320293,-95.274704,2019-09-05,5,9,2019,NA
"326","US","Iowa",1,41.626606,-91.52839,2019-05-23,23,5,2019,NA
"327","US","New York",3,41.22992,-74.230095,2018-05-11,11,5,2018,NA
"328","US","Wisconsin",3,46.425854,-90.41068,2019-06-06,6,6,2019,NA
"329","CR","Guanacaste",1,10.363766,-84.79035,2019-03-10,10,3,2019,NA
"330","GT","Sololá",1,14.598413,-91.230446,2019-01-17,17,1,2019,"COORDINATE_ROUNDED"
"331","US","Texas",1,29.561344,-94.39022,2018-05-04,4,5,2018,NA
"332","US","Minnesota",1,47.1622,-94.7639,2019-05-27,27,5,2019,NA
"333","CR","Cartago",2,9.83193,-83.5638,2018-02-25,25,2,2018,NA
"334","HN","Francisco Morazán",1,14.141025,-87.39753,2019-12-07,7,12,2019,NA
"335","US","Minnesota",1,47.005157,-91.71591,2018-09-01,1,9,2018,NA
"336","US","Iowa",1,40.991806,-91.98661,2019-05-07,7,5,2019,NA
"337","CR","Alajuela",1,10.25537,-84.17019,2018-11-21,21,11,2018,NA
"338","US","Illinois",1,41.963383,-87.63442,2018-05-04,4,5,2018,NA
"339","CA","Ontario",1,44.408127,-81.47295,2018-05-27,27,5,2018,NA
