"","countryCode","stateProvince","individualCount","Latitude","Longitude","year","day","month","year_1","X10"
"11386","US","Kansas",1,39.381577,-97.118,2019-05-10,10,5,2019,NA
"11387","US","Wisconsin",1,44.61151,-90.84859,2019-05-31,31,5,2019,NA
"11388","CR","Limón",1,10.174433,-83.930336,2019-01-17,17,1,2019,NA
"11389","BZ","Cayo",1,17.153387,-88.69041,2019-10-19,19,10,2019,NA
"11390","US","Illinois",2,39.998222,-88.651436,2019-05-14,14,5,2019,NA
"11391","US","Minnesota",2,46.029465,-95.21286,2018-05-23,23,5,2018,NA
"11392","US","Wisconsin",1,43.05121,-89.37237,2019-05-15,15,5,2019,NA
"11393","US","Ohio",1,41.61406,-83.163414,2018-05-10,10,5,2018,NA
"11394","US","Minnesota",1,45.464222,-93.05531,2018-06-19,19,6,2018,NA
"11395","US","New York",3,41.20271,-74.24729,2018-05-08,8,5,2018,NA
"11396","US","Illinois",1,41.810833,-87.8057,2019-05-18,18,5,2019,NA
"11397","US","Wisconsin",1,45.30077,-88.52341,2018-06-28,28,6,2018,NA
"11398","US","Texas",1,29.57368,-94.389854,2019-04-26,26,4,2019,NA
"11399","US","Minnesota",1,44.835552,-93.54353,2019-05-15,15,5,2019,NA
"11400","CR","Alajuela",2,10.299004,-84.20924,2019-02-24,24,2,2019,NA
"11401","US","New York",1,44.0956,-75.955284,2019-05-19,19,5,2019,NA
"11402","US","Wisconsin",1,46.25643,-90.94842,2019-06-06,6,6,2019,NA
"11403","GT","Sololá",1,14.598413,-91.230446,2019-01-17,17,1,2019,"COORDINATE_ROUNDED"
"11404","US","Minnesota",1,45.409477,-93.66587,2019-06-11,11,6,2019,NA
"11405","US","Ohio",1,41.61406,-83.163414,2018-05-09,9,5,2018,NA
"11406","US","Ohio",1,41.62771,-83.19189,2018-05-04,4,5,2018,NA
"11407","US","Wisconsin",1,45.58511,-91.39479,2019-07-05,5,7,2019,NA
"11408","PA","Coclé",1,8.633902,-80.12678,2019-12-30,30,12,2019,NA
"11409","US","Illinois",3,40.361645,-89.12992,2018-05-05,5,5,2018,NA
"11410","US","Pennsylvania",1,40.789936,-77.95113,2018-05-23,23,5,2018,NA
"11411","CA","Ontario",1,42.582924,-80.3984,2019-05-20,20,5,2019,NA
"11412","US","North Carolina",1,35.381794,-83.7827,2019-05-07,7,5,2019,NA
"11413","CA","Ontario",1,44.534985,-76.583496,2019-05-19,19,5,2019,NA
"11414","US","Texas",1,32.766376,-96.82798,2019-05-06,6,5,2019,NA
"11415","CR","Heredia",3,10.4288,-84.0128,2018-02-14,14,2,2018,NA
"11416","NI","Jinotega",1,13.279361,-85.7142,2018-02-07,7,2,2018,NA
"11417","CR","Cartago",1,9.85385,-83.64346,2019-12-27,27,12,2019,NA
"11418","US","Ohio",2,41.62771,-83.19189,2018-05-09,9,5,2018,NA
"11419","CR","San José",1,9.943362,-84.00973,2019-12-18,18,12,2019,NA
"11420","CR","Alajuela",2,10.093287,-84.51408,2019-12-20,20,12,2019,"COORDINATE_ROUNDED"
"11421","CR","Alajuela",2,10.4361,-84.7107,2019-10-25,25,10,2019,NA
"11422","HN","Santa Bárbara",1,14.908895,-88.09316,2018-01-27,27,1,2018,NA
"11423","CR","Puntarenas",2,10.307843,-84.80514,2018-04-07,7,4,2018,NA
"11424","US","Minnesota",4,44.724113,-93.346535,2018-05-14,14,5,2018,NA
"11425","US","Maryland",1,39.569805,-79.42433,2019-05-24,24,5,2019,NA
"11426","US","Minnesota",1,44.057278,-92.73353,2019-05-20,20,5,2019,NA
"11427","CR","Heredia",1,10.4288,-84.0128,2019-11-22,22,11,2019,NA
"11428","CR","Cartago",1,9.83193,-83.5638,2018-03-19,19,3,2018,NA
"11429","US","Pennsylvania",1,40.32265,-75.41305,2018-05-06,6,5,2018,NA
"11430","US","Missouri",1,38.606636,-90.25822,2019-05-03,3,5,2019,NA
"11431","CR","Puntarenas",2,10.305673,-84.78905,2019-04-29,29,4,2019,NA
"11432","GT","Petén",1,17.225153,-89.619255,2019-02-09,9,2,2019,NA
"11433","CA","Ontario",1,44.66077,-79.09905,2019-06-08,8,6,2019,NA
"11434","US","Minnesota",1,45.06458,-93.75109,2019-05-21,21,5,2019,NA
"11435","US","Texas",1,27.791317,-97.39918,2018-04-28,28,4,2018,NA
"11436","MX","Veracruz",1,19.54768,-96.920135,2019-12-08,8,12,2019,NA
"11437","US","Michigan",2,44.256985,-83.44568,2018-05-17,17,5,2018,NA
"11438","HN","Intibucá",1,14.278684,-88.21004,2018-11-11,11,11,2018,NA
"11439","CO","Antioquia",1,5.748932,-75.70482,2018-12-12,12,12,2018,NA
"11440","US","Minnesota",1,44.52942,-92.34739,2018-05-06,6,5,2018,NA
"11441","US","Illinois",1,42.13674,-87.899994,2018-05-17,17,5,2018,NA
"11442","CA","Ontario",1,44.79179,-79.17382,2019-06-16,16,6,2019,NA
"11443","US","North Carolina",2,35.207714,-83.05753,2019-05-10,10,5,2019,NA
"11444","US","Minnesota",3,46.980816,-94.114296,2018-05-24,24,5,2018,NA
"11445","US","Michigan",1,44.88231,-85.80598,2018-05-15,15,5,2018,NA
"11446","CR","San José",2,9.546948,-83.81115,2019-01-20,20,1,2019,"COORDINATE_ROUNDED"
"11447","CR","Heredia",2,10.324765,-83.91103,2018-01-07,7,1,2018,NA
"11448","US","Texas",3,26.12587,-97.957275,2018-04-30,30,4,2018,NA
"11449","US","Louisiana",2,29.237122,-89.991684,2018-04-22,22,4,2018,NA
"11450","US","Illinois",1,38.81028,-89.99364,2018-09-11,11,9,2018,NA
"11451","US","Michigan",1,43.354115,-83.218605,2018-05-27,27,5,2018,NA
"11452","HN","La Paz",1,14.215327,-87.93061,2019-03-09,9,3,2019,NA
"11453","US","Illinois",3,39.711445,-90.21355,2018-05-04,4,5,2018,NA
"11454","US","New York",1,41.23439,-74.23791,2019-06-09,9,6,2019,NA
"11455","US","Texas",3,29.698408,-93.94818,2019-04-19,19,4,2019,NA
"11456","US","New York",1,41.22992,-74.230095,2019-05-22,22,5,2019,NA
"11457","US","Louisiana",1,30.110468,-92.90866,2018-04-21,21,4,2018,NA
"11458","US","Wisconsin",2,45.431908,-91.41909,2019-05-27,27,5,2019,NA
"11459","US","Texas",1,26.098759,-97.167404,2018-04-26,26,4,2018,NA
"11460","US","Wisconsin",2,45.124496,-87.23864,2019-06-08,8,6,2019,NA
"11461","CA","Ontario",2,44.63679,-76.09963,2018-06-06,6,6,2018,NA
"11462","US","Texas",1,29.698408,-93.94818,2019-04-25,25,4,2019,NA
"11463","US","Ohio",1,41.62652,-83.18897,2018-05-09,9,5,2018,NA
"11464","BZ","Cayo",1,16.864239,-88.99638,2018-12-22,22,12,2018,NA
"11465","US","Texas",1,29.698408,-93.94818,2019-04-19,19,4,2019,NA
"11466","US","Illinois",1,42.35333,-88.98638,2019-05-12,12,5,2019,NA
"11467","US","Minnesota",1,44.901485,-93.269035,2018-05-16,16,5,2018,NA
"11468","US","Texas",1,29.595663,-95.07195,2019-04-25,25,4,2019,NA
"11469","US","Minnesota",1,44.84479,-93.23007,2018-05-13,13,5,2018,NA
"11470","US","New York",1,42.479687,-76.45098,2019-05-11,11,5,2019,NA
"11471","CR","Alajuela",1,10.170486,-84.55466,2018-12-16,16,12,2018,NA
"11472","CR","Alajuela",1,10.4361,-84.7107,2019-12-16,16,12,2019,NA
"11473","US","Indiana",1,37.93824,-87.46731,2018-09-20,20,9,2018,NA
"11474","CR","Cartago",1,9.83193,-83.5638,2019-01-21,21,1,2019,NA
"11475","US","Missouri",1,38.575188,-90.35401,2019-05-11,11,5,2019,NA
"11476","US","Minnesota",1,46.7937,-93.32605,2019-06-16,16,6,2019,NA
"11477","MX","Chiapas",1,16.899681,-90.967094,2019-11-02,2,11,2019,NA
"11478","US","Ohio",1,41.61406,-83.163414,2019-05-14,14,5,2019,NA
"11479","US","Ohio",1,41.62771,-83.19189,2018-05-09,9,5,2018,NA
"11480","US","Texas",1,27.790888,-97.421364,2019-05-04,4,5,2019,NA
"11481","US","Illinois",1,41.963383,-87.63442,2019-05-02,2,5,2019,NA
"11482","US","Minnesota",1,44.8327,-93.449,2019-05-24,24,5,2019,NA
"11483","US","New York",4,41.23439,-74.23791,2018-06-03,3,6,2018,NA
"11484","CA","Ontario",2,44.38157,-76.71143,2019-06-10,10,6,2019,NA
"11485","US","Wisconsin",1,44.70554,-91.84169,2019-06-25,25,6,2019,NA
"11486","US","Wisconsin",1,42.98732,-89.02102,2019-05-11,11,5,2019,NA
"11487","US","Illinois",1,40.126846,-88.21175,2019-05-10,10,5,2019,NA
"11488","CA","Manitoba",1,49.62548,-96.36517,2018-06-09,9,6,2018,NA
"11489","US","Iowa",1,41.72453,-91.52885,2018-05-10,10,5,2018,NA
"11490","US","Iowa",2,41.571266,-93.648476,2018-09-07,7,9,2018,NA
"11491","US","Florida",1,26.375443,-81.60402,2019-10-23,23,10,2019,NA
"11492","US","Wisconsin",2,42.573055,-90.65326,2019-05-07,7,5,2019,NA
"11493","US","Minnesota",2,44.843456,-93.371086,2018-05-09,9,5,2018,NA
"11494","US","Minnesota",1,47.14594,-92.72691,2019-05-26,26,5,2019,NA
"11495","CR","Cartago",1,9.811596,-83.55196,2019-10-08,8,10,2019,NA
"11496","BZ","Cayo",1,17.217861,-88.98412,2019-01-10,10,1,2019,NA
"11497","US","Florida",1,30.0478,-81.71011,2018-10-02,2,10,2018,NA
"11498","US","Maryland",1,39.675186,-79.42189,2018-06-08,8,6,2018,NA
"11499","US","Michigan",4,44.65331,-85.58985,2018-06-15,15,6,2018,NA
"11500","US","Michigan",1,42.6077,-83.02748,2019-05-10,10,5,2019,NA
"11501","US","Pennsylvania",1,40.492207,-77.89534,2018-06-05,5,6,2018,NA
"11502","CA","Quebec",1,45.804535,-76.63677,2018-05-12,12,5,2018,NA
"11503","US","Ohio",1,41.64026,-83.441765,2018-05-04,4,5,2018,NA
"11504","CA","Ontario",1,41.9554,-82.514,2018-05-09,9,5,2018,NA
"11505","CR","Heredia",1,10.4288,-84.0128,2019-01-02,2,1,2019,NA
"11506","CR","San José",1,9.587921,-83.79937,2019-01-14,14,1,2019,NA
"11507","CA","Ontario",1,44.873493,-81.07508,2019-05-19,19,5,2019,NA
"11508","US","Illinois",1,42.251217,-87.81812,2019-09-08,8,9,2019,NA
"11509","US","Texas",1,29.698408,-93.94818,2019-04-22,22,4,2019,NA
"11510","US","Tennessee",1,36.451706,-89.301735,2018-04-29,29,4,2018,NA
"11511","PA","Panamá",1,8.669951,-80.05974,2018-12-28,28,12,2018,"COORDINATE_ROUNDED"
"11512","CR","Alajuela",1,10.460966,-84.66123,2019-12-30,30,12,2019,NA
"11513","CR","Puntarenas",1,8.785841,-82.96085,2019-03-10,10,3,2019,NA
"11514","CR","Puntarenas",1,10.307843,-84.80514,2018-11-28,28,11,2018,NA
"11515","US","Florida",1,27.779608,-82.72863,2018-04-18,18,4,2018,NA
"11516","CA","Ontario",1,44.427315,-76.01212,2019-05-16,16,5,2019,NA
"11517","PA","Chiriquí",1,8.812821,-82.48312,2019-02-24,24,2,2019,NA
"11518","US","Wisconsin",1,45.794647,-92.682014,2019-05-23,23,5,2019,NA
"11519","CA","Ontario",1,44.873642,-78.98614,2019-08-16,16,8,2019,NA
"11520","US","Minnesota",1,44.86174,-93.6162,2019-05-16,16,5,2019,NA
"11521","CR","Puntarenas",1,10.307843,-84.80514,2018-11-12,12,11,2018,NA
"11522","US","Michigan",1,43.90819,-85.81981,2018-06-01,1,6,2018,NA
"11523","US","Missouri",1,38.946262,-92.44656,2019-05-12,12,5,2019,NA
"11524","CR","Cartago",1,9.83193,-83.5638,2018-02-07,7,2,2018,NA
"11525","US","Wisconsin",1,45.931362,-89.56198,2018-07-21,21,7,2018,NA
"11526","CA","Ontario",1,44.44062,-76.07994,2019-05-31,31,5,2019,NA
"11527","US","Wisconsin",3,44.565186,-89.463104,2018-05-26,26,5,2018,NA
"11528","US","Minnesota",1,47.20843,-94.765236,2018-05-16,16,5,2018,NA
"11529","US","Wisconsin",2,45.737247,-91.65257,2019-08-10,10,8,2019,NA
"11530","US","Colorado",1,40.00986,-105.27431,2019-05-11,11,5,2019,NA
"11531","US","Florida",1,26.478199,-80.14474,2019-02-19,19,2,2019,NA
"11532","US","Indiana",1,37.946026,-87.30397,2019-09-27,27,9,2019,NA
"11533","US","Illinois",1,42.21854,-87.92556,2019-05-11,11,5,2019,NA
"11534","CR","Alajuela",1,10.70917,-84.988945,2019-03-03,3,3,2019,NA
"11535","US","Florida",1,28.0922,-82.7067,2019-10-19,19,10,2019,NA
"11536","US","Michigan",1,43.85104,-85.91053,2018-07-17,17,7,2018,NA
"11537","US","Wisconsin",1,43.02201,-89.85755,2019-05-20,20,5,2019,NA
"11538","US","North Carolina",1,35.363857,-83.70956,2019-05-20,20,5,2019,NA
"11539","CA","Ontario",2,44.60921,-76.52975,2019-05-30,30,5,2019,NA
"11540","US","Ohio",1,41.543625,-83.84142,2018-05-07,7,5,2018,NA
"11541","US","Illinois",1,40.393044,-89.86709,2018-05-12,12,5,2018,NA
"11542","CR","Puntarenas",1,10.307843,-84.80514,2019-12-20,20,12,2019,NA
"11543","US","Illinois",3,42.21854,-87.92556,2019-05-18,18,5,2019,NA
"11544","CR","Alajuela",1,10.4361,-84.7107,2019-03-07,7,3,2019,NA
"11545","US","Minnesota",1,44.436016,-93.17441,2018-09-15,15,9,2018,NA
"11546","CR","San José",2,9.472106,-83.57753,2018-02-19,19,2,2018,NA
"11547","CR","Heredia",1,10.434045,-84.00483,2018-11-13,13,11,2018,NA
"11548","US","Wisconsin",1,45.88377,-92.64165,2019-05-27,27,5,2019,NA
"11549","US","Minnesota",1,45.222332,-93.33697,2018-05-09,9,5,2018,NA
"11550","US","Illinois",1,42.11608,-87.771034,2019-09-14,14,9,2019,NA
"11551","US","Wisconsin",1,45.197414,-88.60771,2019-08-18,18,8,2019,NA
"11552","US","Illinois",1,41.689415,-88.429016,2019-05-06,6,5,2019,NA
"11553","US","Iowa",1,41.626606,-91.52839,2019-05-10,10,5,2019,NA
"11554","US","Iowa",2,41.670475,-91.50869,2018-05-12,12,5,2018,NA
"11555","CR","Alajuela",1,10.442129,-84.66757,2019-12-07,7,12,2019,NA
"11556","CA","Ontario",2,44.766533,-76.25476,2019-05-16,16,5,2019,NA
"11557","US","Illinois",2,40.496437,-88.968414,2018-09-09,9,9,2018,NA
"11558","US","New Mexico",1,35.167564,-106.38019,2018-04-30,30,4,2018,NA
"11559","US","Illinois",2,41.963383,-87.63442,2018-05-15,15,5,2018,NA
"11560","CR","Cartago",1,9.821226,-83.413704,2019-10-26,26,10,2019,NA
"11561","US","New Mexico",1,35.167564,-106.38019,2018-04-29,29,4,2018,NA
"11562","US","Wisconsin",1,45.7829,-90.86461,2019-06-11,11,6,2019,NA
"11563","CR","Limón",1,10.067639,-83.62979,2019-04-01,1,4,2019,NA
"11564","US","New York",1,42.479687,-76.45098,2019-05-11,11,5,2019,NA
"11565","US","Minnesota",1,47.09248,-92.53669,2019-05-22,22,5,2019,NA
"11566","US","Minnesota",1,45.32513,-92.74471,2019-08-31,31,8,2019,NA
"11567","US","Illinois",2,41.8621,-88.1725,2019-05-07,7,5,2019,NA
"11568","US","Pennsylvania",1,40.760555,-77.97397,2019-06-19,19,6,2019,NA
"11569","US","Illinois",2,41.98039,-87.74127,2018-05-19,19,5,2018,NA
"11570","CR","Heredia",1,10.4288,-84.0128,2019-02-10,10,2,2019,NA
"11571","US","Illinois",1,42.1795,-87.9149,2018-05-12,12,5,2018,NA
"11572","US","Texas",2,29.698408,-93.94818,2018-04-28,28,4,2018,NA
"11573","US","Wisconsin",1,46.663273,-90.93716,2019-08-25,25,8,2019,NA
"11574","US","Missouri",1,38.87656,-94.51023,2019-05-06,6,5,2019,NA
"11575","CA","Ontario",1,43.77389,-79.94431,2019-06-09,9,6,2019,NA
"11576","US","New York",3,41.23439,-74.23791,2019-05-06,6,5,2019,NA
"11577","GT","Alta Verapaz",1,15.485507,-90.36079,2019-12-06,6,12,2019,NA
"11578","US","Illinois",3,41.8621,-88.1725,2019-05-10,10,5,2019,NA
"11579","CA","Ontario",1,44.77398,-81.202385,2018-05-24,24,5,2018,NA
"11580","US","Minnesota",1,45.5131,-92.90094,2018-05-13,13,5,2018,NA
"11581","US","Michigan",3,42.28131,-83.72211,2019-09-05,5,9,2019,NA
"11582","US","Missouri",1,39.097187,-92.35155,2019-05-06,6,5,2019,NA
"11583","US","Louisiana",1,29.233393,-89.99625,2018-04-27,27,4,2018,NA
"11584","US","Wisconsin",1,44.75886,-88.60444,2018-05-27,27,5,2018,NA
"11585","CR","Limón",3,10.217598,-83.84823,2018-01-06,6,1,2018,NA
"11586","US","Texas",1,29.698408,-93.94818,2019-04-20,20,4,2019,NA
"11587","US","Texas",1,29.771795,-95.56956,2018-04-23,23,4,2018,NA
"11588","CA","Ontario",1,42.273582,-81.86337,2018-05-14,14,5,2018,NA
"11589","US","Minnesota",2,46.686756,-92.46219,2019-06-07,7,6,2019,NA
"11590","US","Louisiana",1,29.757612,-93.60228,2019-04-20,20,4,2019,NA
"11591","US","Massachusetts",1,42.76075,-70.9151,2019-09-27,27,9,2019,NA
"11592","US","New York",1,41.22992,-74.230095,2018-05-19,19,5,2018,NA
"11593","CA","Ontario",1,44.39536,-81.49294,2019-05-26,26,5,2019,NA
"11594","CA","Ontario",3,44.594227,-76.678925,2018-05-19,19,5,2018,NA
"11595","US","Wisconsin",2,45.929573,-91.014114,2019-07-07,7,7,2019,NA
"11596","US","Wisconsin",2,46.677723,-92.00727,2019-08-24,24,8,2019,NA
"11597","US","Minnesota",2,45.3483,-93.0968,2018-09-01,1,9,2018,NA
"11598","GT","Baja Verapaz",1,15.244397,-90.28136,2019-04-07,7,4,2019,NA
"11599","CR","Cartago",1,9.907045,-83.94393,2019-10-19,19,10,2019,NA
"11600","US","Minnesota",1,47.1975,-95.202,2019-07-06,6,7,2019,NA
"11601","US","Michigan",1,44.256985,-83.44568,2018-05-21,21,5,2018,NA
"11602","US","Illinois",1,41.761658,-87.982895,2018-05-10,10,5,2018,NA
"11603","US","Indiana",1,40.732254,-86.76078,2018-05-02,2,5,2018,NA
"11604","US","Texas",2,29.771795,-95.56956,2019-05-04,4,5,2019,NA
"11605","US","Texas",1,29.698408,-93.94818,2018-04-22,22,4,2018,NA
"11606","CA","Ontario",1,44.60921,-76.52975,2019-05-26,26,5,2019,NA
"11607","US","Minnesota",1,44.877373,-93.293106,2018-05-06,6,5,2018,NA
"11608","US","Vermont",1,44.341805,-73.12362,2019-05-27,27,5,2019,NA
"11609","US","Illinois",1,40.496437,-88.968414,2018-09-02,2,9,2018,NA
"11610","US","Iowa",1,41.807533,-91.549286,2018-09-09,9,9,2018,NA
"11611","US","Illinois",1,41.404594,-88.29012,2018-05-13,13,5,2018,NA
"11612","CA","Ontario",2,44.76944,-76.25197,2019-07-24,24,7,2019,NA
"11613","US","Texas",1,29.698408,-93.94818,2019-04-25,25,4,2019,NA
"11614","CA","Ontario",1,42.54842,-80.04833,2019-05-17,17,5,2019,NA
"11615","CR","Puntarenas",1,10.310017,-84.81993,2019-01-04,4,1,2019,NA
"11616","CR","Alajuela",1,10.465694,-84.75506,2019-02-24,24,2,2019,NA
"11617","US","Wisconsin",1,45.58113,-90.691345,2018-06-23,23,6,2018,NA
"11618","CR","Heredia",1,10.203823,-84.161835,2018-02-27,27,2,2018,NA
"11619","HN","Francisco Morazán",2,14.141025,-87.39753,2018-02-18,18,2,2018,NA
"11620","US","Texas",1,32.479935,-95.29919,2018-04-27,27,4,2018,NA
"11621","CR","Puntarenas",1,10.303196,-84.79562,2018-03-11,11,3,2018,NA
"11622","US","Georgia",1,33.90547,-84.373604,2018-09-10,10,9,2018,NA
"11623","US","Tennessee",1,35.01084,-85.34386,2019-09-24,24,9,2019,NA
"11624","US","Illinois",1,41.32317,-88.99707,2018-09-18,18,9,2018,NA
"11625","CR","Alajuela",1,10.034681,-84.46397,2019-01-15,15,1,2019,NA
"11626","US","Ohio",1,41.68419,-83.36544,2018-05-11,11,5,2018,NA
"11627","US","Texas",1,29.698408,-93.94818,2018-04-24,24,4,2018,NA
"11628","US","Wisconsin",2,46.49026,-90.87569,2018-06-02,2,6,2018,NA
"11629","US","Pennsylvania",1,39.750927,-79.656235,2019-06-05,5,6,2019,NA
"11630","US","Texas",2,29.57368,-94.389854,2019-05-04,4,5,2019,NA
"11631","US","North Carolina",1,35.3583,-83.71773,2019-05-21,21,5,2019,NA
"11632","US","Indiana",1,39.368214,-87.516014,2019-09-08,8,9,2019,NA
"11633","PA","Coclé",1,8.62844,-80.1179,2019-11-20,20,11,2019,NA
"11634","CR","Puntarenas",1,10.298968,-84.80498,2018-01-23,23,1,2018,NA
"11635","US","Minnesota",2,45.06967,-92.95161,2018-05-08,8,5,2018,NA
"11636","CA","Manitoba",1,49.61089,-96.37636,2019-05-28,28,5,2019,NA
"11637","CR","Heredia",1,10.35214,-83.97182,2019-03-25,25,3,2019,NA
"11638","US","Wisconsin",1,42.65038,-87.879555,2019-05-09,9,5,2019,NA
"11639","CR","Puntarenas",1,8.946742,-82.740845,2019-12-07,7,12,2019,NA
"11640","US","Minnesota",4,44.6691,-95.7719,2019-05-18,18,5,2019,NA
"11641","CR","Puntarenas",2,8.903769,-82.78981,2019-10-19,19,10,2019,NA
"11642","US","Michigan",1,43.093586,-83.46408,2019-05-17,17,5,2019,NA
"11643","US","Michigan",1,45.670444,-86.96606,2019-05-18,18,5,2019,NA
"11644","US","Illinois",1,40.496437,-88.968414,2018-05-03,3,5,2018,NA
"11645","CR","Guanacaste",2,10.363766,-84.79035,2018-12-14,14,12,2018,NA
"11646","CR","Limón",1,10.181386,-83.82577,2019-03-23,23,3,2019,NA
"11647","US","Minnesota",1,43.643444,-91.58166,2018-09-24,24,9,2018,NA
"11648","CA","Quebec",2,45.773266,-76.60338,2019-05-22,22,5,2019,NA
"11649","CR","Cartago",1,9.827731,-83.77218,2019-02-26,26,2,2019,NA
"11650","PA","Veraguas",1,8.509956,-81.116486,2018-12-20,20,12,2018,NA
"11651","US","Florida",1,26.931396,-82.36357,2018-04-17,17,4,2018,NA
"11652","CR","Alajuela",2,10.4361,-84.7107,2019-01-10,10,1,2019,NA
"11653","US","Pennsylvania",1,40.83989,-77.9963,2018-05-28,28,5,2018,NA
"11654","US","Ohio",1,41.62771,-83.19189,2018-05-09,9,5,2018,NA
"11655","US","Wisconsin",1,44.694828,-87.65081,2018-05-18,18,5,2018,NA
"11656","US","Texas",1,29.556488,-94.39253,2019-04-19,19,4,2019,NA
"11657","US","Indiana",1,41.663048,-87.03661,2018-05-19,19,5,2018,NA
"11658","US","Wisconsin",1,43.673832,-88.17112,2019-06-07,7,6,2019,NA
"11659","US","North Carolina",1,35.7941,-82.96244,2018-05-13,13,5,2018,NA
"11660","US","Ohio",1,40.01874,-82.99896,2019-04-23,23,4,2019,NA
"11661","US","New York",2,41.23439,-74.23791,2019-06-02,2,6,2019,NA
"11662","US","South Dakota",1,43.233845,-96.57402,2019-05-21,21,5,2019,NA
"11663","CR","Cartago",1,9.928167,-83.69632,2019-10-25,25,10,2019,NA
"11664","US","Ohio",1,41.657948,-81.40594,2018-05-15,15,5,2018,NA
"11665","CR","Puntarenas",1,10.305837,-84.807785,2019-03-18,18,3,2019,NA
"11666","US","Florida",1,26.10616,-80.131874,2019-10-20,20,10,2019,NA
"11667","US","Colorado",1,39.61351,-102.222,2018-09-02,2,9,2018,NA
"11668","US","North Carolina",1,36.4735,-81.337006,2019-09-19,19,9,2019,NA
"11669","US","Alabama",2,31.131138,-87.89996,2019-09-27,27,9,2019,NA
"11670","US","Wisconsin",2,46.399685,-90.381805,2019-07-31,31,7,2019,NA
"11671","US","Texas",1,29.698408,-93.94818,2018-04-23,23,4,2018,NA
"11672","CR","Alajuela",2,10.25537,-84.17019,2018-02-11,11,2,2018,NA
"11673","HN","Lempira",2,14.564706,-88.636475,2019-12-14,14,12,2019,NA
"11674","CR","Heredia",1,10.288571,-83.88908,2018-01-21,21,1,2018,NA
"11675","US","Minnesota",1,47.100597,-93.44847,2019-06-18,18,6,2019,NA
"11676","CR","Guanacaste",1,10.496088,-84.95901,2019-01-17,17,1,2019,NA
"11677","US","Arkansas",1,35.839546,-90.68488,2018-09-16,16,9,2018,NA
"11678","US","Michigan",1,42.473274,-83.377205,2019-09-05,5,9,2019,NA
"11679","US","California",1,32.75865,-117.19312,2019-06-04,4,6,2019,NA
"11680","US","Minnesota",1,48.58346,-95.307175,2018-06-20,20,6,2018,NA
"11681","US","Wisconsin",1,42.931778,-88.03301,2018-05-08,8,5,2018,NA
"11682","US","Wisconsin",3,44.305904,-90.30398,2019-05-18,18,5,2019,NA
"11683","CR","Limón",3,10.214348,-83.78817,2018-01-06,6,1,2018,NA
"11684","BZ","Orange Walk",1,17.835556,-89.05,2018-04-14,14,4,2018,NA
"11685","US","Pennsylvania",1,41.37829,-75.00285,2018-06-09,9,6,2018,NA
"11686","US","Iowa",1,42.03914,-93.60145,2019-09-10,10,9,2019,NA
"11687","CR","Puntarenas",2,10.30386,-84.81654,2018-03-16,16,3,2018,NA
"11688","US","Illinois",1,42.193542,-88.25938,2018-09-16,16,9,2018,NA
"11689","US","Wisconsin",3,43.3389,-87.88516,2018-05-22,22,5,2018,NA
"11690","CR","Alajuela",1,10.222149,-84.16725,2019-03-14,14,3,2019,NA
"11691","US","Wisconsin",1,44.94597,-91.786125,2019-05-25,25,5,2019,NA
"11692","US","Minnesota",1,44.928318,-93.298256,2019-09-04,4,9,2019,NA
"11693","US","Florida",2,26.452236,-82.01569,2019-04-22,22,4,2019,NA
"11694","CA","Ontario",1,44.43392,-79.80297,2019-07-18,18,7,2019,NA
"11695","US","Texas",2,29.771795,-95.56956,2019-05-04,4,5,2019,NA
"11696","CA","Ontario",1,41.948524,-82.52325,2019-05-03,3,5,2019,NA
"11697","US","Wisconsin",1,42.938484,-88.48084,2018-05-12,12,5,2018,NA
"11698","US","Wisconsin",1,43.10293,-89.5027,2019-05-15,15,5,2019,NA
"11699","CR","Alajuela",1,10.481866,-84.61609,2019-04-01,1,4,2019,NA
"11700","US","Illinois",1,40.182472,-88.42621,2019-05-04,4,5,2019,NA
"11701","US","Illinois",1,41.384,-88.2395,2018-05-05,5,5,2018,NA
"11702","CR","Limón",1,10.174433,-83.930336,2019-12-21,21,12,2019,NA
"11703","US","Illinois",1,40.74352,-89.71985,2018-05-05,5,5,2018,NA
"11704","CR","Cartago",1,9.972053,-83.69033,2019-11-02,2,11,2019,NA
"11705","US","Texas",1,29.698408,-93.94818,2019-04-26,26,4,2019,NA
"11706","US","Texas",1,29.698408,-93.94818,2018-04-27,27,4,2018,NA
"11707","CR","Puntarenas",1,10.306252,-84.80765,2018-12-23,23,12,2018,NA
"11708","CA","Ontario",1,44.766533,-76.25476,2019-05-14,14,5,2019,NA
"11709","US","Minnesota",2,44.86086,-93.60407,2018-09-05,5,9,2018,NA
"11710","US","Florida",1,27.632727,-82.718155,2018-04-16,16,4,2018,NA
"11711","US","Georgia",1,33.977962,-84.57898,2018-09-19,19,9,2018,NA
"11712","CR","Alajuela",1,10.4361,-84.7107,2019-12-23,23,12,2019,NA
"11713","US","Ohio",1,41.631054,-83.195854,2018-05-09,9,5,2018,NA
"11714","US","Florida",1,26.45206,-82.01513,2019-04-21,21,4,2019,NA
"11715","CR","Alajuela",1,10.713669,-85.041,2018-02-16,16,2,2018,NA
"11716","US","Illinois",1,41.7058,-87.9589,2019-05-09,9,5,2019,NA
"11717","US","Tennessee",2,36.15235,-82.055626,2019-05-26,26,5,2019,NA
